,min_1,min_2,min_3,min_4,min_5,min_6,min_7,min_8,min_9,min_10,min_11,min_12,min_13,min_14,min_15,min_16,min_17,min_18,min_19,min_20,min_21,min_22,min_23,min_24,min_25,min_26,min_27,min_28,min_29,min_30,min_31,min_32,min_33,min_34,min_35,min_36,min_37,min_38,min_39,min_40,min_41,min_42,min_43,min_44,min_45,min_46,min_47,min_48,min_49,min_50,min_51,min_52,min_53,min_54,min_55,min_56,min_57,min_58,min_59,min_60,min_61,min_62,min_63,min_64,min_65,min_66,min_67,min_68,min_69,min_70,min_71,min_72,min_73,min_74,min_75,min_76,min_77,min_78,min_79,min_80,min_81,min_82,min_83,min_84,min_85,min_86,min_87,min_88,min_89,min_90,min_91,min_92,min_93,min_94,min_95
5621,0,0,-207,-13,-715,-1307,-1065,-1233,-1454,-2156,-2486,-2751,-3895,-4662,-5295,-7078,-7906,-9493.0,-11073.0,-12820.0,-15466.0,-15861.0,-17389.0,-18687.0,-21045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,0,0,57,-39,112,152,108,153,31,-134,-218,-360,-496,-1445,-1579,-1107,-675,-2280.0,-1577.0,-171.0,-257.0,-486.0,277.0,1392.0,1892.0,1983.0,3066.0,3289.0,3041.0,3478.0,3145.0,3040.0,2864.0,2744.0,3098.0,-528.0,-1011.0,-3044.0,-3208.0,-3808.0,-4547.0,-4302.0,-4540.0,-3911.0,-4752.0,-4446.0,-4523.0,-2676.0,-2326.0,-2758.0,-3003.0,-2226.0,-1214.0,1285.0,1862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,0,0,111,349,494,573,771,799,892,857,1088,1062,1283,1141,1811,2694,2896,4250.0,5133.0,6504.0,6867.0,7595.0,8505.0,9080.0,9381.0,8380.0,8473.0,8199.0,8582.0,9442.0,8689.0,8518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,0,0,-85,7,21,-40,117,-769,-718,-616,-727,-932,-777,-1682,-1679,-1738,-1756,-1529.0,-1689.0,-1668.0,-1794.0,-1787.0,-1424.0,-2025.0,-1889.0,-1655.0,-1428.0,1063.0,1451.0,2084.0,2788.0,5345.0,5220.0,5668.0,6445.0,7687.0,8851.0,11889.0,11151.0,13016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,0,0,-83,63,-113,-215,-22,-855,-773,-1034,-1414,-1473,-2804,-3973,-4588,-4686,-4818,-5667.0,-8393.0,-8521.0,-10550.0,-12287.0,-13142.0,-14068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,0,0,-52,-57,-357,-883,-1227,-1509,-2070,-2272,-1990,-2215,-2053,-1916,-3079,-2694,-2785,-2796.0,-3500.0,-3605.0,-5192.0,-5514.0,-5961.0,-5124.0,-5463.0,-5308.0,-5501.0,-5812.0,-5290.0,-5946.0,-6281.0,-6751.0,-7639.0,-7419.0,-7497.0,-10387.0,-10502.0,-12437.0,-13962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,0,-8,-51,-78,30,265,393,413,244,432,374,516,367,1642,1609,1828,1725,1938.0,1581.0,736.0,1196.0,769.0,2154.0,2016.0,1251.0,1369.0,-41.0,-1782.0,-3927.0,-5689.0,-6197.0,-5186.0,-5418.0,-5399.0,-9137.0,-8307.0,-9216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,0,0,-2,260,-42,202,40,-130,8,-859,-1247,-1100,-432,-998,-1261,-1412,-1409,-1755.0,-1734.0,-1618.0,-2393.0,-390.0,-79.0,-539.0,-2893.0,-3831.0,-4914.0,-5833.0,-6224.0,-6499.0,-7944.0,-8165.0,-7642.0,-7154.0,-11772.0,-12966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,0,0,-25,-70,-146,-31,703,834,2191,2185,2351,3572,2878,2457,2207,2622,2319,2385.0,2351.0,2214.0,3565.0,3352.0,3979.0,5032.0,6340.0,6337.0,8534.0,11120.0,12788.0,15959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,0,0,-41,754,629,924,1356,1055,1372,2205,3059,3794,3189,3481,4785,5312,6077,5793.0,6806.0,7222.0,7166.0,9654.0,9775.0,11798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,0,0,-33,106,-774,-787,-828,-429,-750,-1083,-84,565,590,723,849,1507,1593,1730.0,1703.0,1790.0,3527.0,4749.0,4613.0,4634.0,4521.0,4362.0,5158.0,7922.0,9586.0,10464.0,10586.0,10624.0,10241.0,10248.0,12028.0,12356.0,12507.0,14899.0,14791.0,14932.0,17856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,0,0,-59,5,565,759,869,626,1342,1080,1521,1339,1600,-6,122,983,1754,3268.0,3750.0,4279.0,4706.0,4478.0,5580.0,5477.0,6357.0,6403.0,7654.0,7128.0,7172.0,7890.0,11133.0,10822.0,10951.0,12277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,0,8,485,628,848,1146,508,1202,1503,1440,2253,2272,1723,1642,1606,1867,2085,1668.0,2918.0,2787.0,2669.0,3104.0,2917.0,3346.0,3641.0,4044.0,4292.0,5754.0,7041.0,9449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,0,-8,66,150,784,620,803,766,1225,-168,553,-642,-413,23,-3384,-2817,-2987,-3558.0,-3512.0,-3591.0,-3657.0,-3062.0,-3428.0,-2407.0,-2752.0,-2902.0,-1738.0,-1970.0,-199.0,498.0,1444.0,2068.0,1399.0,170.0,-1096.0,-825.0,-459.0,-706.0,-912.0,-312.0,276.0,1265.0,1068.0,868.0,5196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,0,0,8,163,264,995,1106,1536,1762,1223,1396,1980,2028,2608,3024,2922,5392,6389.0,6607.0,6814.0,8131.0,9848.0,11219.0,12144.0,11897.0,12475.0,14173.0,13133.0,13098.0,14302.0,15412.0,15792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,0,0,11,-406,-717,-986,-985,-1271,-1326,-2046,-1597,-3505,-3591,-4158,-5537,-7056,-6949,-4904.0,-7158.0,-6845.0,-5843.0,-6754.0,-8639.0,-10828.0,-14702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,0,0,-26,218,777,840,186,644,245,483,594,463,503,525,2122,1932,1971,3393.0,2848.0,3020.0,3005.0,2996.0,3039.0,2959.0,2306.0,3387.0,3461.0,4088.0,3470.0,1559.0,-8.0,414.0,3.0,33.0,-41.0,292.0,864.0,939.0,1625.0,2392.0,2245.0,1607.0,412.0,-2373.0,-2599.0,-2478.0,-2774.0,-2610.0,-2704.0,-1652.0,-1855.0,-1830.0,-1233.0,-1973.0,-4242.0,-4283.0,-6132.0,-5250.0,-5864.0,-5585.0,-6085.0,-6438.0,-6644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,0,0,-52,-112,-582,-291,-522,-715,-802,-646,-1103,-1154,-1189,-1812,-2003,-2373,-2351,-2149.0,-3327.0,-3374.0,-3198.0,-3074.0,-3737.0,-4542.0,-6003.0,-6008.0,-6127.0,-5730.0,-5337.0,-5230.0,-4915.0,-4501.0,-5001.0,-1099.0,9.0,1877.0,3291.0,3623.0,6566.0,5416.0,7396.0,5037.0,5540.0,5071.0,5489.0,5417.0,7027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,0,0,78,-135,-787,-590,-1156,-1399,-1538,-1626,-1739,-1795,-2585,-2750,-3060,-3807,-3469,-4303.0,-3799.0,-3033.0,-3079.0,-4567.0,-3971.0,-4342.0,-5011.0,-8104.0,-7938.0,-11750.0,-11190.0,-11529.0,-13614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,0,0,-43,14,692,566,1079,1095,1896,2029,2023,2543,2633,3263,3596,4537,4693,4673.0,5473.0,5638.0,6855.0,8490.0,9082.0,11254.0,12191.0,12003.0,14006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,0,-8,-91,-382,-437,-750,-835,-883,-400,-140,-1068,-1026,-948,-1105,-1152,-1535,-1513,-1647.0,-1385.0,-1190.0,-1089.0,-2934.0,-2286.0,-2876.0,-3103.0,-2177.0,-2274.0,-2457.0,-2598.0,-2143.0,-3540.0,-4610.0,-3547.0,-2502.0,-2256.0,-3314.0,-3467.0,-5002.0,-8936.0,-7277.0,-6169.0,-4189.0,-3223.0,-3824.0,-3924.0,-5294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,0,0,-97,109,-321,-255,-106,-100,1109,1355,1177,1675,1771,1604,1701,1883,2058,3002.0,2599.0,3203.0,2701.0,3337.0,2982.0,3163.0,2999.0,2688.0,2975.0,2949.0,4000.0,5908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,0,0,107,4,-282,115,385,-869,-340,-1282,-495,-544,-59,-1420,-412,285,228,315.0,78.0,4145.0,4160.0,4306.0,7132.0,7132.0,7570.0,10732.0,11534.0,13195.0,13980.0,15850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,0,-16,-76,-335,-78,-455,-502,-1350,-1537,-1440,-1214,-1099,-1521,-1179,-1193,-1373,-1088,-1692.0,-1170.0,-1338.0,-2024.0,-2049.0,-2438.0,-2413.0,-2582.0,-2625.0,-4219.0,-4684.0,-6582.0,-7697.0,-7896.0,-8560.0,-8863.0,-8918.0,-10473.0,-11031.0,-13277.0,-15738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,0,0,56,115,69,307,388,316,339,583,-316,-260,-226,-306,-686,-778,-761,-105.0,-1075.0,-1554.0,-1993.0,-2064.0,-2727.0,-2892.0,-3179.0,-3451.0,-3463.0,-3647.0,-3801.0,-4033.0,-2213.0,-737.0,-2037.0,-1424.0,-1104.0,-1212.0,168.0,293.0,-134.0,-104.0,3504.0,5785.0,8136.0,8198.0,8727.0,8550.0,9906.0,10644.0,13014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,0,0,7,-121,88,137,391,685,-10,-105,-99,-205,-346,903,785,786,277,206.0,11.0,543.0,641.0,638.0,50.0,560.0,801.0,1278.0,1674.0,4370.0,4343.0,5163.0,4215.0,3310.0,3710.0,3897.0,3763.0,5458.0,7379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,0,0,-75,51,-223,-743,-642,-897,-931,-1344,-1214,242,195,-44,-95,-427,-1353,-1108.0,-717.0,-2034.0,-2321.0,-2792.0,-5470.0,-5763.0,-6064.0,-8010.0,-8650.0,-8141.0,-7434.0,-7750.0,-8792.0,-11608.0,-12512.0,-13518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,0,0,57,57,125,116,456,295,382,981,899,1877,1931,2802,2780,3710,3630,5351.0,5137.0,3958.0,3998.0,5990.0,7031.0,7208.0,8171.0,10931.0,11553.0,12090.0,11514.0,11014.0,13376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649,0,0,191,224,49,165,337,541,200,324,-334,214,103,-213,-758,-2460,-1521,706.0,-53.0,-259.0,329.0,348.0,1994.0,2377.0,2382.0,2227.0,2605.0,2932.0,2640.0,2586.0,2511.0,2559.0,2891.0,2367.0,2568.0,2733.0,3062.0,3370.0,2059.0,1778.0,835.0,573.0,-1757.0,-1762.0,-1737.0,-1582.0,-1503.0,-1597.0,-1983.0,-1402.0,5.0,1811.0,589.0,1460.0,1556.0,1270.0,1170.0,770.0,-532.0,-2936.0,-3718.0,-1908.0,-1709.0,-2108.0,-1922.0,-1849.0,-2035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,0,0,-33,-135,-201,-424,-539,-1446,-1648,-2319,-2452,-2632,-2445,-4185,-4629,-4720,-7026,-6999.0,-7882.0,-7425.0,-7932.0,-7920.0,-8571.0,-7927.0,-9249.0,-9874.0,-11082.0,-12786.0,-15359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,0,0,82,-85,36,-890,-406,-511,-367,-189,-359,-430,-616,-594,-77,-383,913,-110.0,957.0,495.0,792.0,64.0,-170.0,-143.0,-1006.0,-1397.0,-1977.0,-2465.0,-2748.0,-4045.0,-5517.0,-4972.0,-4980.0,-4789.0,-2383.0,-2282.0,-2580.0,-2785.0,-2779.0,-1720.0,1519.0,970.0,2958.0,5284.0,3977.0,4065.0,2152.0,1988.0,2961.0,2717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,0,0,8,34,217,146,212,353,579,567,994,862,562,710,842,831,1043,37.0,-138.0,-479.0,-181.0,-436.0,525.0,125.0,683.0,1491.0,1050.0,-860.0,-603.0,353.0,480.0,558.0,525.0,1562.0,3113.0,3163.0,3230.0,3473.0,2522.0,2669.0,3296.0,1161.0,406.0,278.0,2975.0,5584.0,6232.0,6789.0,6673.0,7951.0,9315.0,8900.0,9719.0,10819.0,13082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,0,24,0,-371,-834,-1087,-736,-442,-881,-217,-160,-177,-96,-48,-1218,-1367,-1853,-2280.0,-4032.0,-4103.0,-3832.0,-5344.0,-5320.0,-7030.0,-7011.0,-7078.0,-8121.0,-7417.0,-7692.0,-8882.0,-8242.0,-7821.0,-9387.0,-9485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,0,0,30,-59,199,-345,-217,-1286,-1226,-1669,-1628,-1746,-1949,-1927,-2384,-2370,-2671,-3674.0,-3737.0,-4602.0,-3897.0,-3901.0,-4149.0,-4134.0,-3925.0,-4396.0,-4401.0,-6752.0,-5781.0,-5929.0,-6472.0,-6058.0,-5789.0,-5899.0,-7839.0,-7802.0,-7204.0,-8393.0,-6576.0,-5153.0,-7250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655,0,0,4,3,252,346,578,815,705,1040,1527,3667,3249,4217,4439,5311,6411,6435.0,8235.0,7925.0,7916.0,8712.0,9977.0,10711.0,10524.0,10935.0,11878.0,12896.0,13695.0,13436.0,13748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,0,-519,-584,-554,-427,-605,-611,-224,-689,-141,-183,1704,1473,1818,2679,1801,533,848.0,1905.0,2524.0,3887.0,4634.0,5228.0,7015.0,6853.0,7058.0,8045.0,7526.0,7662.0,10372.0,9809.0,11147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,0,0,-48,-336,-326,-474,-354,-652,-228,-187,-402,-685,-775,-684,-752,-1676,-2166,-2048.0,-1734.0,-930.0,-865.0,-965.0,-890.0,-314.0,-1881.0,-5496.0,-5116.0,-5525.0,-5884.0,-6600.0,-5721.0,-5151.0,-6400.0,-6214.0,-10252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,0,-8,106,201,124,1061,859,1081,1207,1583,1570,1516,1107,2855,2352,1777,1392,1548.0,1581.0,1488.0,1194.0,2324.0,3382.0,3070.0,4106.0,5132.0,7242.0,6515.0,8657.0,9398.0,11697.0,13032.0,13601.0,15163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,0,0,15,63,21,156,67,178,439,161,388,-1118,-937,-1351,-1283,-247,-491,61.0,1153.0,720.0,1250.0,807.0,681.0,1238.0,936.0,707.0,421.0,609.0,639.0,38.0,238.0,257.0,-1089.0,1582.0,1393.0,3068.0,3082.0,3034.0,3063.0,2464.0,1650.0,1732.0,1971.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,0,-19,-110,9,76,34,262,389,309,312,466,1067,1824,1776,1738,1897,2233,2167.0,1623.0,1962.0,2098.0,1066.0,2360.0,3335.0,3538.0,3711.0,4045.0,4764.0,5206.0,5340.0,5643.0,5421.0,5722.0,7946.0,8191.0,8465.0,10527.0,12571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5661,0,0,39,73,-37,-28,-69,857,765,945,1418,2727,1487,1713,1826,1967,2854,1712.0,1055.0,973.0,690.0,2818.0,3769.0,3175.0,6645.0,6356.0,6453.0,7207.0,7177.0,7856.0,7521.0,7190.0,4114.0,4847.0,4452.0,5115.0,5306.0,7075.0,6563.0,6481.0,4975.0,5819.0,6526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,0,0,-728,-1025,-983,-1582,-1340,-1695,-1576,-2116,-2712,-2870,-3601,-4756,-5192,-6090,-5815,-6111.0,-5603.0,-6122.0,-6706.0,-6845.0,-6659.0,-6232.0,-7141.0,-7761.0,-7309.0,-7594.0,-8329.0,-7301.0,-6376.0,-4531.0,-5059.0,-5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5663,0,0,-69,-984,-1066,-1166,-1011,-1106,-3031,-2020,-1722,-1520,-1700,-1535,-1425,-1083,-2552,-3326.0,-2430.0,-2636.0,-2564.0,-2514.0,-2475.0,-5782.0,-5815.0,-5810.0,-5969.0,-7034.0,-6834.0,-7672.0,-9047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5664,0,0,32,204,-161,295,465,-169,-436,-219,-299,296,354,-323,-889,-876,-929,-1430.0,-1780.0,-1565.0,-944.0,-1070.0,-1069.0,-1870.0,-1806.0,-2053.0,-3385.0,-3764.0,-3946.0,-4037.0,-5281.0,-6522.0,-6975.0,-8870.0,-8867.0,-9538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5665,0,10,-15,98,226,175,-113,181,231,76,-951,-569,-457,-1920,-1815,-1502,-1712,-1979.0,-1730.0,-1368.0,-1271.0,-2183.0,-2241.0,-2249.0,-1535.0,-2291.0,-2345.0,-3558.0,-5354.0,-5369.0,-6271.0,-5808.0,-5707.0,-5194.0,-5107.0,-4147.0,-5348.0,-5057.0,-3510.0,-3120.0,-3038.0,-3034.0,-2962.0,-2898.0,-4333.0,-6641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,0,0,55,341,470,390,786,872,2167,2220,1533,1589,2822,3316,3213,3718,3250,3423.0,3145.0,3701.0,3872.0,3471.0,4043.0,4614.0,4211.0,3058.0,2128.0,1139.0,1072.0,665.0,997.0,-68.0,1546.0,3653.0,4036.0,5984.0,6323.0,6344.0,7647.0,9692.0,10587.0,13338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5667,0,0,-99,-104,-104,-160,-482,-1292,-1272,-1052,-2038,-1811,-1806,-2255,-2409,-2225,-2517,-1902.0,-2707.0,-2513.0,-3810.0,-4128.0,-4333.0,-5138.0,-5659.0,-7537.0,-9419.0,-10371.0,-12025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,0,-10,121,44,-1031,-1218,-1378,-311,-493,-1004,-1646,-2794,-3489,-3988,-4000,-4438,-6688,-7667.0,-8496.0,-8788.0,-9363.0,-10469.0,-10215.0,-10132.0,-10963.0,-11906.0,-12538.0,-12976.0,-15998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,0,8,-151,-67,12,398,-568,-21,357,826,601,667,1562,2960,2929,5068,6690,8349.0,8666.0,8268.0,9812.0,9695.0,13000.0,12522.0,15049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,0,0,45,241,125,-92,-741,-318,-284,-300,-1847,-2740,-2845,-2910,-3136,-3357,-3143,-3613.0,-3833.0,-4094.0,-4407.0,-3567.0,-3761.0,-3586.0,-4012.0,-3734.0,-2868.0,-3345.0,-2951.0,-3110.0,-2882.0,-2789.0,-2292.0,-2734.0,-2370.0,-1281.0,-1021.0,-1213.0,-1174.0,-227.0,-160.0,857.0,236.0,-209.0,2457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5671,0,8,-14,-5,-89,53,-28,-108,32,418,283,178,34,-380,-682,169,-96,1306.0,3139.0,2509.0,1589.0,189.0,-119.0,-699.0,-888.0,-873.0,-2497.0,-3689.0,-4467.0,-5657.0,-6475.0,-6869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672,0,0,-47,145,708,929,605,440,723,944,694,1349,990,938,854,2970,2126,2122.0,2304.0,1878.0,2458.0,2489.0,2194.0,2031.0,1755.0,1517.0,1571.0,1618.0,1449.0,1514.0,-287.0,-2730.0,-2731.0,-4323.0,-3901.0,-3148.0,-4348.0,-2555.0,-3222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,0,0,-81,-176,-383,-632,-533,-656,-691,-724,-1323,-1319,-1166,-1673,-2407,-2659,-2322,-2179.0,-2058.0,-4021.0,-3788.0,-3257.0,-3338.0,-3535.0,-3543.0,-3781.0,-4847.0,-4620.0,-4228.0,-4697.0,-4642.0,-4585.0,-6558.0,-7361.0,-7216.0,-10658.0,-10468.0,-12697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5674,0,0,-154,-199,-440,-452,-405,-186,-1025,-860,-1135,-1114,-2463,-1341,-2391,-2777,-2458,-2291.0,-2712.0,-2438.0,-797.0,1075.0,1302.0,1986.0,2611.0,3426.0,1783.0,2092.0,102.0,508.0,146.0,-233.0,350.0,263.0,115.0,1960.0,2721.0,5121.0,5560.0,5473.0,5852.0,5457.0,5757.0,5246.0,6995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5675,0,0,27,-405,-480,-838,-861,-1015,-2768,-2632,-3359,-3672,-2768,-3176,-3095,-4439,-4298,-3314.0,-3586.0,-4068.0,-1987.0,-2068.0,-2106.0,-2126.0,-2763.0,-3407.0,-3733.0,-3466.0,-4196.0,-3690.0,-2923.0,-2299.0,-3267.0,-3067.0,-6212.0,-6865.0,-8638.0,-6628.0,-5385.0,-5335.0,-5026.0,-5795.0,-4398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5676,0,0,-28,-112,-952,-804,-1092,-1555,-1346,-1305,-2096,-2260,-2364,-2398,-4085,-5016,-6438,-5596.0,-6627.0,-7029.0,-8462.0,-10046.0,-9872.0,-10139.0,-8056.0,-8548.0,-10897.0,-11283.0,-11875.0,-14102.0,-15334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5677,0,0,46,43,460,1443,2568,3877,3868,4781,5563,5500,6624,7638,9024,9723,10696,10543.0,11201.0,13635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,0,0,-23,-116,593,-492,-867,-977,-1435,-1848,-1756,-2023,-2473,-4025,-4058,-5796,-5421,-6516.0,-6413.0,-7377.0,-9186.0,-8982.0,-8921.0,-8366.0,-8368.0,-8281.0,-8504.0,-9888.0,-10762.0,-11558.0,-13953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,0,0,29,81,-101,186,284,-59,-781,-666,-798,-701,-760,-321,762,133,475,462.0,997.0,902.0,91.0,1098.0,642.0,922.0,259.0,137.0,687.0,757.0,1756.0,2969.0,4622.0,7598.0,8310.0,10664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5680,0,0,76,236,71,-160,96,111,181,149,1798,2132,2577,2417,2072,2365,2775,4044.0,4143.0,4317.0,7471.0,7394.0,7557.0,7485.0,7841.0,9566.0,9788.0,12063.0,14378.0,15269.0,16002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5681,0,0,-45,41,62,357,606,371,517,679,709,777,565,1457,611,747,57,988.0,454.0,363.0,434.0,680.0,1155.0,1756.0,1243.0,982.0,567.0,393.0,-186.0,400.0,-218.0,-184.0,-1296.0,-1917.0,-1878.0,-5293.0,-6909.0,-8314.0,-9259.0,-9187.0,-8885.0,-6175.0,-5857.0,-4846.0,-8129.0,-6454.0,-5830.0,-6987.0,-6230.0,-6637.0,-6449.0,-6384.0,-6561.0,-5434.0,-5416.0,-5637.0,-5058.0,-5217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5682,0,0,18,-206,-923,-873,-664,-653,-129,69,1146,1449,1830,2123,1981,2070,2726,3590.0,4332.0,5053.0,5867.0,5894.0,5420.0,4918.0,6654.0,7808.0,7686.0,9022.0,8692.0,9133.0,10538.0,12504.0,13892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
